TICKER,ebitda,de_ratio,debt_ebitda,npm,roa,roe,gsector,sic,description
HPK,863.787,1.086,1.111,0.177,0.342,0.143,10.0,1311,Crude petroleum and natural gas
U,-200.867,1.177,-7.965,-0.423,-0.051,-0.272,45.0,7372,Prepackaged software
PLTR,153.32,0.312,3.586,0.069,0.019,0.055,45.0,7370,
DYN,-240.489,0.233,-0.138,,-0.743,-0.875,35.0,2836,"Biological products, except diagnostic"
ATHA,-126.125,0.124,-0.015,,-0.487,-0.54,35.0,2834,Pharmaceutical preparations
LNSR,-10.082,0.404,-0.269,-0.321,-0.168,-0.331,35.0,3845,Electromedical equipment
COGT,-205.86,0.16,-0.101,,-0.595,-0.825,35.0,2836,"Biological products, except diagnostic"
AMWL,-224.172,0.178,-0.059,-2.57,-0.225,-0.793,35.0,7370,
GRNT,251.249,0.34,0.144,0.298,0.34,0.162,10.0,1311,Crude petroleum and natural gas
ASAN,-250.791,1.803,-1.043,-0.459,-0.284,-0.808,45.0,7370,
PTVE,828.0,3.95,5.312,-0.039,0.111,-0.128,15.0,2650,
LVWR,-110.996,0.187,-0.026,-3.076,-0.31,-0.469,25.0,3751,"Motorcycles, bicycles, and parts"
ELUT,-16.789,-4.435,-1.971,-0.669,-0.304,,35.0,2836,"Biological products, except diagnostic"
ACET,-126.478,0.155,-0.175,-2.793,-0.401,-0.513,35.0,2836,"Biological products, except diagnostic"
LSF,-10.219,0.388,-0.024,-0.761,-0.487,-1.1,30.0,2000,
TSHA,-67.303,-6.04,-0.863,-14.986,-0.667,-35.616,35.0,2836,"Biological products, except diagnostic"
GDRX,109.461,0.935,7.178,0.02,0.062,0.018,35.0,7370,
BAER,9.738,,,,,,20.0,7389,"Business services, nec"
IMNM,-24.271,3.502,-0.012,-2.154,-0.618,-1.396,35.0,2836,"Biological products, except diagnostic"
PMVP,-78.875,0.103,-0.163,,-0.31,-0.304,35.0,2836,"Biological products, except diagnostic"
ASO,788.791,1.753,2.254,0.083,0.168,0.267,25.0,5940,
CALC,-21.817,0.279,-0.003,,-0.706,-1.299,35.0,2834,Pharmaceutical preparations
PRLD,-131.108,0.1,-0.009,,-0.54,-0.552,35.0,2836,"Biological products, except diagnostic"
SKYH,-14.715,10.443,-12.042,-0.854,-0.042,-0.215,20.0,4581,"Airports, flying fields, and services"
SMR,-273.008,0.844,-0.016,-2.408,-0.772,-0.478,20.0,3621,Motors and generators
BSY,311.995,4.018,5.479,0.144,0.1,0.274,45.0,7370,
GBTG,272.0,5.863,6.09,-0.019,0.06,-0.262,25.0,4700,
CCCC,-137.151,0.533,-0.595,-6.63,-0.332,-0.489,35.0,2836,"Biological products, except diagnostic"
TARS,-141.381,0.232,-0.232,-7.487,-0.519,-0.601,35.0,2834,Pharmaceutical preparations
ALGS,-85.844,0.47,-0.148,-4.985,-0.612,-0.859,35.0,2836,"Biological products, except diagnostic"
CRSR,61.908,1.011,4.652,-0.002,0.048,-0.005,45.0,3570,
KRON,-116.066,0.271,-0.247,-29.769,-0.423,-0.506,35.0,2836,"Biological products, except diagnostic"
SPRB,-51.923,0.294,-0.108,-6.819,-0.474,-0.559,35.0,2836,"Biological products, except diagnostic"
STTK,-87.915,0.143,-0.047,-71.284,-0.499,-0.566,35.0,2836,"Biological products, except diagnostic"
THRY,132.08,1.845,2.909,-0.054,0.128,-0.13,50.0,2741,Miscellaneous publishing
BDSX,-37.97,19.225,-0.923,-1.439,-0.573,-5.036,35.0,8071,Medical laboratories
FHTX,-104.455,-11.904,-0.443,-3.169,-0.286,-8.447,35.0,2836,"Biological products, except diagnostic"
QBTS,-76.214,-5.625,-0.365,-9.594,-2.853,,45.0,7370,
DCGO,31.752,0.422,1.082,0.014,0.049,0.027,35.0,8090,
MAX,-27.118,-15.64,-5.099,-0.165,-0.194,-64.825,50.0,7370,
ROOT,-79.1,2.638,-1.289,-0.548,-0.082,-0.682,40.0,6331,"Fire, marine, and casualty insurance"
ROOT,,2.638,-1.289,-0.548,-0.082,-0.682,40.0,6331,"Fire, marine, and casualty insurance"
CMPO,127.474,-0.522,2.975,0.047,0.696,,45.0,3577,"Computer peripheral equipment, nec"
HYLN,-123.284,0.063,-0.058,-70.044,-0.311,-0.303,20.0,3711,Motor vehicles and car bodies
GHLD,37.292,1.695,8.425,0.049,0.038,0.026,40.0,6162,Mortgage bankers and correspondents
GHLD,,1.695,8.425,0.049,0.038,0.026,40.0,6162,Mortgage bankers and correspondents
PRAX,-125.941,0.363,-0.022,-71.207,-1.154,-1.566,35.0,2836,"Biological products, except diagnostic"
MPLN,593.421,3.055,7.772,-0.741,0.08,-0.277,35.0,7372,Prepackaged software
NOTE,-37.725,2.672,-5.073,-0.826,-0.101,-0.757,20.0,7370,
ARRY,271.922,2.284,2.705,0.067,0.155,0.447,20.0,3829,"Measuring and controlling devices, nec"
RVYL,-6.252,-9.665,-11.482,-0.856,-0.052,-1.333,40.0,7374,Data processing and preparation
CURI,-1.281,0.314,-0.598,-1.038,-0.054,-0.509,50.0,7374,Data processing and preparation
CERE,-441.638,1.325,-0.902,,-0.416,-0.824,35.0,2836,"Biological products, except diagnostic"
LESL,92.278,-7.411,7.131,0.019,0.136,,25.0,5990,
VVOS,-16.675,2.936,-0.123,-1.063,-1.171,-2.595,35.0,3841,Surgical and medical instruments
AVIR,-163.746,0.039,-0.018,,-0.24,-0.208,35.0,2834,Pharmaceutical preparations
GATO,-25.714,0.092,-0.237,,-0.074,0.015,15.0,1040,
ALGM,312.592,0.2,0.129,0.236,0.304,0.273,45.0,3674,Semiconductors and related devices
GLTO,-36.188,0.277,-0.015,,-0.628,-0.804,35.0,2836,"Biological products, except diagnostic"
SHC,444.692,7.389,5.658,-0.31,0.128,-0.588,35.0,8734,Testing laboratories
ATNF,-13.371,1.124,-0.045,,-0.85,-2.581,35.0,2834,Pharmaceutical preparations
INAB,-28.504,0.437,-0.193,,-0.921,-1.329,35.0,2836,"Biological products, except diagnostic"
MRVI,27.486,2.627,4.361,0.059,0.061,0.047,35.0,8731,Commercial physical research
AMPS,77.44,2.581,12.694,0.58,0.053,0.202,55.0,4911,Electric services
UPST,-184.092,1.918,-5.175,-0.464,-0.113,-0.381,40.0,6141,Personal credit institutions
ISPO,-39.619,-123.41,-6.406,-0.144,-0.109,-3.965,25.0,4700,
CMPX,-49.664,0.075,-0.053,,-0.271,-0.254,35.0,2836,"Biological products, except diagnostic"
EVEX,-131.548,0.162,-0.024,,-0.384,-0.399,20.0,3721,Aircraft
CNXC,1120.958,1.515,3.061,0.054,0.153,0.122,20.0,7374,Data processing and preparation
SNPX,-8.308,0.128,0.0,,-0.355,-0.019,35.0,2836,"Biological products, except diagnostic"
EOSE,-136.027,-1.705,-1.537,-19.697,-1.212,,20.0,3690,
GCMG,-9.15,-24.29,-49.236,0.032,-0.017,,40.0,6200,
MP,45.224,0.689,6.693,0.352,0.046,0.074,15.0,1090,
OLMA,-104.584,0.09,-0.024,,-0.48,-0.511,35.0,2836,"Biological products, except diagnostic"
AFRM,-439.101,2.149,-5.805,-0.526,-0.121,-0.358,40.0,6141,Personal credit institutions
CERT,94.696,0.446,3.125,-0.096,0.063,-0.029,35.0,7370,
ZFOX,-20.452,0.67,-5.007,-0.632,-0.049,-0.275,45.0,7372,Prepackaged software
DASH,96.0,0.487,-3.368,-0.128,-0.015,-0.158,25.0,7370,
SEER,-97.885,0.096,-0.292,-5.408,-0.21,-0.207,35.0,8731,Commercial physical research
GRND,91.844,40.423,4.447,-0.024,0.178,-0.253,50.0,7370,
AAN,568.673,1.595,1.115,0.004,0.322,0.012,25.0,5700,
QS,-412.671,0.119,-0.252,,-0.287,-0.342,25.0,3690,
RBLX,-1043.937,25.191,-1.638,-0.425,-0.187,-3.903,50.0,7370,
ABNB,1559.0,2.143,1.018,0.569,0.125,1.018,25.0,7000,
PTPI,-7.479,1.505,-1.445,-1.819,-0.199,-0.772,35.0,2834,Pharmaceutical preparations
MASS,-40.374,0.23,-0.244,-0.816,-0.177,-0.206,45.0,3826,Analytical instruments
FOXO,-18.276,-5.58,-0.111,-90.32,-1.085,-3.641,45.0,7370,
KNTE,-118.209,0.096,-0.029,,-0.506,-0.57,35.0,2836,"Biological products, except diagnostic"
LAZR,-521.948,-7.192,-1.21,-9.656,-0.782,-13.214,25.0,3714,Motor vehicle parts and accessories
SPRY,-67.447,0.039,-0.006,-2054.2,-0.267,-0.235,35.0,2836,"Biological products, except diagnostic"
WOOF,242.992,2.012,9.587,-0.199,0.048,-0.457,25.0,5990,
PUBM,46.806,1.011,0.584,0.012,0.071,0.01,50.0,7370,
TLSI,-49.121,,,,,,35.0,3841,Surgical and medical instruments
AI,-305.623,0.171,-0.137,-0.921,-0.263,-0.279,45.0,7370,
OPEN,-328.0,3.704,-9.413,-0.065,-0.063,-0.497,60.0,6531,Real estate agents and managers
CXAI,-12.719,,,,,,45.0,7370,
FRGE,-81.396,0.107,-0.067,-1.346,-0.251,-0.291,40.0,6200,
RVPH,-39.504,3.379,-0.007,,-2.203,-3.758,35.0,2834,Pharmaceutical preparations
DM,-104.493,0.497,-1.187,-2.33,-0.147,-0.803,20.0,3555,Printing trades machinery
BCAB,-128.466,0.369,-0.027,,-0.644,-0.822,35.0,2836,"Biological products, except diagnostic"
VRPX,-12.229,0.328,0.0,,-0.726,-0.858,35.0,2834,Pharmaceutical preparations
SKLZ,-105.472,1.092,-1.871,-1.366,-0.186,-0.756,50.0,7370,
GOEV,-253.976,1.302,-0.335,-681.71,-0.561,-1.491,25.0,3711,Motor vehicles and car bodies
ASLE,-0.311,0.212,4.031,0.019,0.018,0.014,20.0,5080,
VINC,-42.557,0.379,-0.06,,-0.979,-1.177,35.0,2836,"Biological products, except diagnostic"
PRCH,-77.777,79.468,-2.938,-0.439,-0.143,-2.089,45.0,6331,"Fire, marine, and casualty insurance"
SPRU,24.321,2.433,24.111,-0.727,0.028,-0.214,55.0,4911,Electric services
S,-332.078,0.377,-0.072,-0.629,-0.159,-0.22,45.0,7372,Prepackaged software
BZFD,-10.322,2.125,-29.915,-0.518,-0.015,-0.949,50.0,7370,
RSI,-21.852,2.776,-0.031,-0.039,-0.153,-0.46,25.0,7990,
DNMR,-95.259,1.161,-4.032,-2.822,-0.128,-0.396,15.0,2821,Plastics materials and resins
CLNN,-37.872,3.774,-0.825,-56.247,-0.823,-3.261,35.0,2834,Pharmaceutical preparations
ENVB,-15.101,0.542,-0.002,,-0.921,-1.663,35.0,2836,"Biological products, except diagnostic"
SHLS,156.629,0.649,1.49,0.3,0.215,0.402,20.0,3670,
SES,-72.617,0.117,-0.161,,-0.173,-0.133,20.0,3690,
PCT,-97.966,0.975,-4.102,,-0.103,-0.178,15.0,2821,Plastics materials and resins
ISPC,-9.053,0.222,-0.021,-0.988,-0.353,-0.54,35.0,7372,Prepackaged software
MNTK,46.398,0.45,1.586,0.091,0.14,0.072,55.0,1311,Crude petroleum and natural gas
BMTX,-6.247,0.511,0.0,-0.309,-0.143,-0.391,40.0,7370,
MSGM,-12.48,2.974,-0.036,-2.429,-0.792,-3.831,50.0,7372,Prepackaged software
CGEM,-190.339,0.052,-0.034,,-0.32,-0.297,35.0,2836,"Biological products, except diagnostic"
SCLX,-101.285,-4.617,-0.46,-2.452,-0.955,-6.464,35.0,2834,Pharmaceutical preparations
CLOV,-171.55,2.461,-0.024,-0.094,-0.18,-0.651,35.0,6324,Hospital and medical service plans
LSEA,46.778,1.111,8.475,0.034,0.043,0.065,25.0,1520,
TRIN,,1.317,,0.328,0.115,0.122,40.0,6797,
AENT,22.42,3.815,926.987,-0.027,0.0,,25.0,5099,"Durable goods, nec"
DRVN,352.907,3.338,10.428,-0.308,0.059,-0.364,20.0,7500,
PLTK,717.4,-7.772,3.459,0.111,0.26,,50.0,7372,Prepackaged software
UWMC,290.104,71.254,11.88,0.008,0.059,0.096,40.0,6162,Mortgage bankers and correspondents
UWMC,,71.254,11.88,0.008,0.059,0.096,40.0,6162,Mortgage bankers and correspondents
UHG,23.263,,,,,,25.0,1531,Operative builders
ICU,-14.01,-1.274,-0.475,,-5.373,,35.0,3841,Surgical and medical instruments
MOND,5.279,5.591,-23.774,-0.328,-0.02,,25.0,4700,
BOLT,-74.342,0.334,-0.288,-9.904,-0.348,-0.432,35.0,2836,"Biological products, except diagnostic"
ONTF,-46.126,0.423,-0.154,-0.316,-0.127,-0.191,45.0,7370,
BMBL,94.141,0.746,6.67,-0.087,0.026,-0.053,50.0,7370,
DFH,438.629,1.656,2.237,0.076,0.179,0.43,25.0,1531,Operative builders
PIII,-81.255,27.737,-1.199,-0.107,-0.089,-3.012,35.0,8090,
HYPR,-47.061,0.088,0.0,-4.771,-0.379,-0.393,35.0,3845,Electromedical equipment
LGVN,-20.083,0.424,-0.12,-25.87,-0.821,-1.092,35.0,2836,"Biological products, except diagnostic"
NEXI,-28.167,0.377,-0.02,,-1.063,-1.455,35.0,2836,"Biological products, except diagnostic"
SOND,-194.611,-15.391,-7.4,-0.442,-0.139,-6.475,25.0,7000,
FATH,7.087,4.085,13.649,-0.441,0.032,-0.917,20.0,3569,"General industrial machinery,"
ALUR,-78.332,9.434,-0.646,-292.92,-0.198,-0.182,25.0,3841,Surgical and medical instruments
DSP,-3.565,1.664,-1.932,-0.029,-0.039,-0.105,45.0,7370,
SNSE,-32.457,0.141,-0.201,,-0.333,-0.398,35.0,2836,"Biological products, except diagnostic"
VOR,-122.544,0.222,-0.317,,-0.462,-0.547,35.0,2836,"Biological products, except diagnostic"
TERN,-102.266,0.048,-0.01,,-0.355,-0.333,35.0,2834,Pharmaceutical preparations
HIMS,-16.922,0.215,-0.18,-0.045,-0.073,-0.114,35.0,2834,Pharmaceutical preparations
BOWL,297.888,9.477,6.364,0.127,0.134,1.015,25.0,7900,
LOCL,-51.083,2.284,-3.567,-3.11,-0.178,-0.767,30.0,100,
TLIS,-63.279,0.285,-0.305,-34.37,-0.47,-0.622,35.0,2835,Diagnostic substances
AGFY,-18.26,-4.065,-0.356,-3.878,-1.075,-2.633,20.0,3523,Farm machinery and equipment
CPTN,-49.82,0.425,-0.346,-5.73,-0.792,-7.888,45.0,3829,"Measuring and controlling devices, nec"
LABP,-23.327,0.113,0.0,,-0.471,-0.485,35.0,2834,Pharmaceutical preparations
SANA,-306.689,0.764,-0.358,,-0.381,-0.596,35.0,2836,"Biological products, except diagnostic"
NRGV,-105.259,0.421,-0.015,-0.308,-0.284,-0.362,20.0,3690,
GRI,-11.383,0.886,-0.002,,-2.461,-5.113,35.0,2836,"Biological products, except diagnostic"
ADTH,6.481,0.184,0.684,0.038,0.056,0.041,50.0,7370,
RUM,-131.468,0.149,-0.012,-1.094,-0.314,-0.272,50.0,7370,
DAVE,-36.75,2.291,-3.012,-0.286,-0.189,-0.678,40.0,7370,
BBAI,-20.89,-4.942,-9.686,-0.445,-0.1,,45.0,7370,
IPW,-0.167,1.606,-2.02,-0.101,-0.145,-0.369,20.0,5961,Catalog and mail-order houses
MOVE,-29.532,0.579,-0.011,,-1.882,-2.686,45.0,3845,Electromedical equipment
OPAL,16.08,-0.304,190.577,0.134,0.001,,10.0,5500,
ADN,-56.273,0.51,-0.245,-17.569,-0.523,-1.388,20.0,3690,
ALTI,-3.447,,,,,,40.0,6282,Investment advice
OSCR,-158.621,3.585,-1.339,-0.064,-0.064,-0.36,40.0,6321,Accident and health insurance
OSCR,,3.585,-1.339,-0.064,-0.064,-0.36,40.0,6321,Accident and health insurance
SYM,-28.388,12846.7,-0.071,-0.02,-0.228,-0.059,20.0,3569,"General industrial machinery,"
IRON,-91.025,0.057,-0.022,,-0.324,-0.29,35.0,2836,"Biological products, except diagnostic"
BRCC,-32.658,7.173,-2.211,-0.047,-0.181,-0.683,30.0,2090,
SNCY,215.651,2.058,3.313,0.072,0.133,0.143,20.0,4512,"Air transportation, scheduled"
AFCG,36.835,0.376,3.596,0.445,0.092,0.097,40.0,6798,Real estate investment trusts
CSLR,-51.428,,,,,,20.0,3674,Semiconductors and related devices
RGTI,-62.042,0.406,-0.561,-5.813,-0.341,-0.606,45.0,3674,Semiconductors and related devices
PLBY,-15.971,2.56,-6.706,-1.145,-0.064,-1.222,25.0,2300,
FLGC,-6.308,0.637,-0.412,-0.747,-0.135,-1.145,30.0,2833,Medicinals and botanicals
NUVB,-99.6,0.027,-0.04,,-0.155,-0.128,35.0,2836,"Biological products, except diagnostic"
BFLY,-124.75,0.295,-0.239,-1.803,-0.313,-0.397,35.0,3845,Electromedical equipment
COEP,-20.491,1.074,-0.08,,-2.866,-13.583,35.0,2834,Pharmaceutical preparations
SOUN,-61.738,11.944,-0.786,-2.663,-0.946,-7.294,45.0,7372,Prepackaged software
BETR,-219.438,,,,,,40.0,6162,Mortgage bankers and correspondents
CPNG,744.0,2.884,3.789,0.019,0.072,0.173,25.0,5961,Catalog and mail-order houses
SLDP,-78.658,0.06,-0.114,-2.439,-0.149,-0.086,25.0,3690,
AONC,-4.668,,,,,,35.0,8011,Offices and clinics of medical doctors
KIND,-156.627,0.163,-0.435,-0.651,-0.222,-0.233,50.0,7370,
AUR,-814.0,0.129,-0.163,-378.51,-0.418,-0.521,45.0,7372,Prepackaged software
GROV,-25.628,5.62,-2.011,-0.17,-0.248,-1.85,25.0,5961,Catalog and mail-order houses
HAYW,241.497,1.312,5.483,0.067,0.076,0.044,20.0,3569,"General industrial machinery,"
GETR,-85.35,3.622,-0.721,-1.695,-0.594,-1.401,20.0,4100,
LLAP,-101.055,-2.419,-1.62,-1.042,-0.697,,20.0,3663,Radio and t.v. communications equipment
PL,-113.157,0.318,-0.2,-0.69,-0.169,-0.261,20.0,8700,
NAPA,122.508,0.457,2.317,0.164,0.081,0.065,30.0,2084,"Wines, brandy, and brandy spirits"
INNV,9.485,0.792,-11.111,-0.054,-0.017,-0.119,35.0,8090,
DOCN,184.557,-9.092,10.161,-0.01,0.1,-0.115,45.0,7370,
CHPT,-393.211,2.256,-0.814,-0.811,-0.369,-1.31,20.0,7500,
BTMD,40.902,-4.369,2.959,-0.015,0.334,,35.0,8090,
FORA,-4.921,1.691,-3.815,-0.063,-0.129,-0.085,35.0,7370,
APP,1125.8,2.469,3.52,0.035,0.161,0.058,45.0,7372,Prepackaged software
HGTY,58.033,9.665,2.955,0.001,0.041,0.012,40.0,6331,"Fire, marine, and casualty insurance"
ALHC,-105.249,2.427,-1.448,-0.092,-0.158,-0.669,35.0,6324,Hospital and medical service plans
AUGX,-17.681,49.446,-1.152,-0.495,-0.51,-5.11,35.0,7374,Data processing and preparation
LUNR,-53.897,,,,,,20.0,3760,
COUR,-126.263,0.432,-0.078,-0.243,-0.153,-0.218,25.0,8200,
DFLI,-26.192,2.65,-0.811,-0.66,-0.324,-1.936,20.0,3600,
ULCC,-99.0,7.941,-73.905,0.018,-0.009,0.13,20.0,4512,"Air transportation, scheduled"
LBPH,-56.754,0.13,-0.012,,-0.712,-0.769,35.0,2834,Pharmaceutical preparations
OLO,-35.131,0.124,-0.488,-0.236,-0.049,-0.073,45.0,7370,
VCSA,7.969,1.903,2.685,-0.361,0.008,-1.047,25.0,7000,
MIGI,-14.996,0.84,-4.243,-1.421,-0.045,-0.894,45.0,7370,
ALKT,-53.186,0.474,-1.756,-0.221,-0.121,-0.167,45.0,7370,
GANX,-22.172,0.483,-0.052,-403.98,-0.971,-1.311,35.0,2836,"Biological products, except diagnostic"
NPWR,-77.537,,,,,,20.0,3510,
OUST,-160.244,0.542,-0.4,-5.407,-0.494,-1.646,45.0,3829,"Measuring and controlling devices, nec"
AEVA,-143.166,0.071,-0.046,-50.897,-0.446,-0.463,45.0,3829,"Measuring and controlling devices, nec"
ACVA,-69.452,0.993,-1.05,-0.166,-0.081,-0.158,20.0,5010,
TIL,-85.785,0.375,-0.807,,-0.225,-0.57,35.0,2836,"Biological products, except diagnostic"
FNCH,-32.482,1.02,-0.697,-858.44,-0.434,-1.389,35.0,2836,"Biological products, except diagnostic"
BENF,-202.919,,,,,,40.0,6200,
VGAS,-11.841,,,,,,10.0,2911,Petroleum refining
SEMR,0.909,0.499,-0.765,-0.068,-0.053,-0.099,45.0,7370,
EVTV,-7.487,0.051,-0.028,-10.327,-0.176,-1.191,25.0,3711,Motor vehicles and car bodies
DV,127.874,0.17,0.741,0.106,0.111,0.063,45.0,7372,Prepackaged software
TDUP,-51.909,1.271,-1.49,-0.244,-0.184,-0.563,25.0,5961,Catalog and mail-order houses
PET,-4.721,6.609,-6.08,-0.051,-0.083,-0.545,25.0,8900,
DSGN,-77.653,0.045,-0.042,,-0.246,-0.227,35.0,2836,"Biological products, except diagnostic"
PSQH,-30.057,,,,,,50.0,7370,
AGL,-216.09,1.193,-0.433,-0.021,-0.061,-0.087,35.0,8090,
NVVE,-29.417,0.735,-0.186,-4.038,-0.789,-1.268,20.0,3620,
SKYT,29.067,4.11,4.481,-0.086,0.077,-0.446,45.0,3674,Semiconductors and related devices
EWTX,-112.806,0.061,-0.052,,-0.285,-0.265,35.0,2834,Pharmaceutical preparations
IKNA,-74.397,0.137,-0.102,-4.5,-0.394,-0.42,35.0,2834,Pharmaceutical preparations
RXRX,-325.658,0.441,-0.179,-6.177,-0.446,-0.658,35.0,2836,"Biological products, except diagnostic"
DRS,334.0,0.693,1.844,0.058,0.087,0.074,20.0,3812,Search and navigation equipment
COMP,-192.6,2.016,-2.708,-0.081,-0.175,-0.768,60.0,6531,Real estate agents and managers
KLTR,-32.48,4.103,-1.563,-0.281,-0.178,-1.166,45.0,7370,
ERNA,-20.59,4.075,-0.975,-392.24,-0.749,-2.483,35.0,2836,"Biological products, except diagnostic"
NPCE,-27.002,3.225,-2.224,-0.63,-0.287,-1.195,35.0,3841,Surgical and medical instruments
RNAZ,-19.295,2.071,-0.024,,-2.673,-4.329,35.0,2836,"Biological products, except diagnostic"
AKYA,-45.086,1.969,-1.409,-0.781,-0.308,-1.151,35.0,3826,Analytical instruments
BMEA,-124.62,0.163,-0.089,,-0.716,-0.788,35.0,2836,"Biological products, except diagnostic"
TMCI,-42.08,0.775,-1.683,-0.273,-0.203,-0.443,35.0,3842,Surgical appliances and supplies
SWIM,57.127,1.301,8.21,-0.037,0.049,-0.049,25.0,3949,"Sporting and athletic goods, nec"
TCBC,5.083,4.145,1.207,0.007,0.013,0.002,40.0,6035,Federal savings institutions
TCBC,,4.145,1.207,0.007,0.013,0.002,40.0,6035,Federal savings institutions
PRVA,27.182,0.653,0.375,0.024,0.032,0.076,35.0,8011,Offices and clinics of medical doctors
ASTS,-167.898,0.665,-0.181,-2.289,-0.411,-0.522,50.0,4899,"Communication services, nec"
FOA,3.34,105.778,-86.701,-0.99,-0.012,-0.672,40.0,6162,Mortgage bankers and correspondents
WEST,21.865,1.622,9.208,-0.053,0.039,-2.108,30.0,2090,
VEEE,-10.634,0.255,-0.295,-0.209,-0.277,-0.261,25.0,3730,
HOWL,-38.739,0.511,-1.109,-1.45,-0.219,-0.303,35.0,2836,"Biological products, except diagnostic"
FSBC,85.076,11.807,2.052,0.291,0.027,0.197,40.0,6020,
FSBC,,11.807,2.052,0.291,0.027,0.197,40.0,6020,
HNST,-23.297,0.613,-1.097,-0.158,-0.142,-0.38,30.0,2844,Toilet preparations
PATH,-139.497,0.386,-0.336,-0.125,-0.072,-0.078,45.0,7372,Prepackaged software
TASK,167.057,0.988,1.915,0.048,0.179,0.092,20.0,7374,Data processing and preparation
FTCI,-41.525,0.899,-0.041,-0.458,-0.346,-0.807,20.0,3600,
AVAH,112.381,-47.813,14.481,-0.186,0.058,-1.502,35.0,8082,Home health care services
ANEB,-8.309,0.098,0.0,,-0.746,-0.798,35.0,2834,Pharmaceutical preparations
PYCR,85.675,1.049,0.549,-0.147,0.017,-0.065,20.0,7370,
ZETA,-113.488,2.557,-1.481,-0.294,-0.279,-1.617,45.0,7370,
PALI,-12.849,0.183,-0.035,-52.196,-0.817,-0.959,35.0,2834,Pharmaceutical preparations
ME,-287.734,0.316,-0.262,-1.243,-0.324,-0.454,35.0,8071,Medical laboratories
NCPL,-3.443,0.145,2.115,0.286,0.031,0.073,40.0,6211,Security brokers and dealers
STEM,-140.014,1.802,-4.112,-0.307,-0.098,-0.255,20.0,7389,"Business services, nec"
SQSP,127.655,-3.629,5.068,-0.254,0.157,,45.0,7370,
FLYW,-3.374,0.303,-0.401,-0.029,-0.011,-0.022,40.0,7374,Data processing and preparation
ZIP,106.161,-204.36,4.916,0.087,0.161,0.775,50.0,7370,
TCRX,-88.097,0.827,-1.015,-5.216,-0.399,-0.729,35.0,2836,"Biological products, except diagnostic"
PAY,48.693,0.166,0.291,0.024,0.081,0.035,40.0,7374,Data processing and preparation
MLNK,76.983,0.857,5.913,-0.062,0.068,-0.032,45.0,7370,
ACT,,0.362,,0.575,0.153,0.154,40.0,6351,Surety insurance
ACT,,0.362,,0.575,0.153,0.154,40.0,6351,Surety insurance
BWMN,17.656,1.211,4.875,0.005,0.075,0.012,20.0,8711,Engineering services
TCBS,3.156,6.781,18.869,0.0,0.009,0.0,40.0,6036,"Savings institutions, except federal"
TCBS,,6.781,18.869,0.0,0.009,0.0,40.0,6036,"Savings institutions, except federal"
VMEO,22.375,0.686,1.53,0.02,0.017,0.024,50.0,7370,
BEEP,-21.72,,,,,,20.0,6519,"Real property lessors, nec"
DAWN,-203.028,0.062,-0.004,,-0.503,-0.491,35.0,2836,"Biological products, except diagnostic"
BLFY,7.376,4.505,37.899,-0.05,0.005,-0.01,40.0,6036,"Savings institutions, except federal"
BLFY,,4.505,37.899,-0.05,0.005,-0.01,40.0,6036,"Savings institutions, except federal"
SKIN,-3.578,5.979,-11.988,-0.218,-0.061,-0.464,30.0,3841,Surgical and medical instruments
FIGS,38.243,0.239,0.619,0.029,0.08,0.051,25.0,2300,
BLDE,-29.458,0.203,-0.717,-0.174,-0.099,-0.137,20.0,4522,"Air transportation, nonscheduled"
VERA,,0.427,,,-0.845,-0.855,35.0,2836,"Biological products, except diagnostic"
SNTI,-63.204,0.471,-0.575,-31.652,-0.388,-0.695,35.0,2836,"Biological products, except diagnostic"
SGMT,-30.74,0.129,-0.005,-13.46,-1.051,,35.0,2836,"Biological products, except diagnostic"
ALZN,-9.887,1.95,0.0,,-2.202,-2.571,35.0,2836,"Biological products, except diagnostic"
ZVSA,-14.411,0.259,-0.005,,-0.173,-1.108,35.0,2836,"Biological products, except diagnostic"
OMIC,-97.391,0.309,-0.666,-35.712,-0.301,-0.372,35.0,3826,Analytical instruments
OGN,1893.0,-16.762,4.778,0.095,0.171,,35.0,2834,Pharmaceutical preparations
DIBS,-26.745,0.335,-0.779,-0.307,-0.155,-0.184,25.0,5961,Catalog and mail-order houses
VRAR,-7.584,0.562,-0.079,-1.844,-0.288,-0.955,45.0,7371,Custom computer programming services
FEMY,-14.026,0.177,-0.078,-11.648,-0.77,-0.871,35.0,3841,Surgical and medical instruments
MQ,-188.131,0.229,-0.056,-0.274,-0.113,-0.144,40.0,7374,Data processing and preparation
